// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]
	{break} Eingeweihte Homins sind immer froh, andere Homins auf dem Weg der Erleuchtung zu treffen. Um diesen Bernsteinwürfel zu erhalten, musst du dich keinem Übergangsritus unterziehen. Doch um der Tradition Willen, würde es gut ankommen, wenn du eine Aufgabe für dein Volk erledigen könntest. {break} Geh und finde $npc_3$, er wird dir eine Reihe von Aufgaben vorschlagen und du suchst dir die aus, die dir am Besten passt. Wenn du eine weise Entscheidung triffst, stellt die Aufgabe die du dir aussuchst gleichzeitig ein Ritual dar, das mit der Probe eines anderen Eingeweihten gekoppelt ist. So kannst du nicht nur in der Mission fort schreiten, die ich dir anbiete, sondern auch in der Vorbereitung eines anderen Rituals.]

// HASH_VALUE F94B489014AA48D0
// INDEX 2595
encyclo_tutorial_o_any_messenger_1	[Erfülle eine Aufgabe von by $npc_3$]

// HASH_VALUE D70854CCA5DA44D6
// INDEX 2596
encyclo_tutorial_m_t2_guard_chief_1	[Ich habe die Aufgabe erfüllt.]

// HASH_VALUE B6AF03959DAE3031
// INDEX 2597
encyclo_tutorial_p_t2_guardchief_2	[Gut gemacht $player$! Wenige Homins verstehen, dass das Wissen ein Schatz ist, für den es sich zu kämpfen lohnt. Und auch wenn man einiges auf sich nehmen muss, bringt das Wissen den Würdigen eine große Stärke.\n
	{break}Ich spüre einen unerschütterlichen Willen in dir. Ich habe keinen Zweifel daran, dass du den Aufgaben gerecht wirst, die dir gestellt werden. Wenn es so ist, könnte ich derjenige sein, der dir deine Belohnung aushändigt.\n
	{break}Die Zeit ist reif für dich, deinen Bernsteinwürfel zu erhalten. , damit du deinen großen Wissensdurst löschen kannst. Der Reverend $npc_4$ , Weise der $place_1$,wird ihn dir vorstellen. Auf Wiedersehen, Homin!]

// HASH_VALUE 2DAEF33E4A06E404
// INDEX 2598
encyclo_tutorial_p_t2_sage_1	[Ich gehe davon aus, dass Sie schon anderen Eingeweihten begegnet sind... Sie haben Ihre Bereitschaft bewiesen, den Weg des Wissens zu erforschen und ich gratuliere Ihnen dazu.\n
	{break}Als Wächter des Wissens der $faction_1$ ist es mir eine Ehre, Ihnen diesen Bernsteinwürfel als Zeichen Ihres heute gewonnenen Wissens zu überreichen. \n
	Viel Glück, $player$, auf dass Sie Ihren Weg zur Erleuchtung finden!]

// HASH_VALUE F220146626E9BF7F
// INDEX 2599
onclic_followme_newb_kguard	[Folge mir um zum Telepod zu gelangen.]

// HASH_VALUE 2A8FFA6A3BE6D710
// INDEX 2600
spontaneous_newb_kguard	[Wer möchte den Meister des Teleport treffen?]

// HASH_VALUE CAFF325BFA8A51F4
// INDEX 2601
onclick_onroad_newb_kgurd	[Wir werden den Meister des Teleports treffen...]

// HASH_VALUE 710B1F23985E57BA
// INDEX 2602
onclick_adtest_newb_kguard	[Du solltest mit dem Karavan Meister des Teleports sprechen.]

// HASH_VALUE 710B1F23985E57BA
// INDEX 2603
onclic_adtest_newb_kguard	[Du solltest mit dem Karavan Meister des Teleports sprechen.]

// HASH_VALUE 85D9645755E97C4F
// INDEX 2604
spontaneous_adtest_kguard	[Wir sind angekommen.]

// HASH_VALUE 85D9645755E97C4F
// INDEX 2605
spontaneous_adtest_newb_kguard	[Wir sind angekommen.]

// HASH_VALUE CAFF325BFA8A51F4
// INDEX 2606
onclic_onroad_newb_kguard	[Wir werden den Meister des Teleports treffen...]

// HASH_VALUE 75640C108A84CC36
// INDEX 2607
spontaneous_letsgo_newb_guard	[Auf geht's!!]

// HASH_VALUE 8E95D83812117673
// INDEX 2608
guard_newb_karavan_engage_1	[Narr... Wie kannst Du es wagen?]

// HASH_VALUE 26A00F3519627750
// INDEX 2609
guard_newb_karavan_engage_2	[Bleibe in meiner Nähe!]

// HASH_VALUE 78E30F53406FAC62
// INDEX 2610
guard_newb_karavan_kill_1	[Möge Jena Dir Deine Unverschämtheit vergeben!]

// HASH_VALUE 64383C30A0987408
// INDEX 2611
guard_newb_karavan_kill_2	[Ruhe in Frieden!]

// HASH_VALUE BDC49EB006E03209
// INDEX 2612
ma_karavan_walking_1	[Teleportation ist eines der heiligen Geschenke, die Jena uns mit auf den Weg gegeben hat.]

// HASH_VALUE 4C012ECE5F466392
// INDEX 2613
ma_karavan_walking_2	[Falls Du planst teleportiert zu werden, vergiss nicht einige Dapper mitzubringen, da es nicht immer umsonst geschieht.]

// HASH_VALUE 4A719A8061800232
// INDEX 2614
ma_karavan_walking_3	[Wenn Du angegriffen wirst, kannst Du zum nächgelegenen Karavan Wächter rennen und um Beistand bitten.]

// HASH_VALUE DC85C0C45B3D7519
// INDEX 2615
ma_karavan_walking_4	[Wenn Du dem Pfad Jenas folgst, wird sie sich erkenntlich zeigen, wenn ihre Zeit gekommen ist.]

// HASH_VALUE 38B950F3D5653B23
// INDEX 2616
ma_karavan_walking_5	[Karavan Teleporter sind wichtige Leute, da sie die Reiseinfrastrucktur für alle Homins bilden.]

// HASH_VALUE 8FF6B477AB0DF483
// INDEX 2617
ma_karavan_walking_6	[Wir vergeben manchmal Arbeiten an Homins, also schau doch einfach mal von Zeit zu Zeit vorbei, vielleicht hab wir ja was für Dich.]

// HASH_VALUE 44493CBD3C44522D
// INDEX 2618
click_newb_matis_karavanguard_breve_1	[Junger Homin, wenn Du Dich bereit fühlst Deinem Schicksal in der grossen weiten Welt zu begegnen, komm zu den Teleportern. Sie werden Dir den Weg zeigen.]

// HASH_VALUE A6578D70D5E19725
// INDEX 2619
click_newb_matis_karavanguard_breve_2	[Möge Jena Deine Taten lenken.]

// HASH_VALUE C38FD7AC2E4758BA
// INDEX 2620
click_newb_matis_karavanguard_breve_3	[Wenn Du in Schwierigkeiten kommst, lauf zu mir und ich werde Dir helfen. Möge Jena Deine Schritte lenken.]

/* OLD VALUE : [Ich kann Dich zum XXX Majestic Garden XXX teleportieren, Homin.] */
// HASH_VALUE FD1FEB26E8293D20
// INDEX 2621
onclick_newb_matis_onclick_newb_matis_kteleport	[Ich kann Dich zum Majestätischer Garten teleportieren, Homin.]

// HASH_VALUE DAA01C52CE9973B6
// INDEX 2622
onclick_newb_matis_onclick_newb_matis_kguard	[Wenn Du zur Hauptstadt in den grünen Anhöhen möchtest kann ich Dir helfen.]

// HASH_VALUE E994675ECE33023C
// INDEX 2623
onfollow_newb_matis_onclick_newb_matis_kguard	[Vorwärts!]

// HASH_VALUE 44493CBD3C44522D
// INDEX 2624
click_newb_zorai_karavanguard_breve_1	[Junger Homin, wenn Du Dich bereit fühlst Deinem Schicksal in der grossen weiten Welt zu begegnen, komm zu den Teleportern. Sie werden Dir den Weg zeigen.]

// HASH_VALUE A6578D70D5E19725
// INDEX 2625
click_newb_zorai_karavanguard_breve_2	[Möge Jena Deine Taten lenken.]

// HASH_VALUE C38FD7AC2E4758BA
// INDEX 2626
click_newb_zorai_karavanguard_breve_3	[Wenn Du in Schwierigkeiten kommst, lauf zu mir und ich werde Dir helfen. Möge Jena Deine Schritte lenken.]

/* OLD VALUE : [Ich kann Dich zu den Städten der Eingebung in den XXX Witherings XXX teleportieren, Homin.] */
// HASH_VALUE 362A05CB072599C6
// INDEX 2627
onclick_newb_zorai_onclick_newb_zorai_kteleport	[Ich kann Dich zu den Städten der Eingebung in den Verdorrten Landen teleportieren, Homin.]

// HASH_VALUE 4BDC9513F9B63EF0
// INDEX 2628
onclick_newb_zorai_onclick_newb_zorai_kguard	[Wenn Du nach dem Telepod ausschau hällst, folge mir.]

// HASH_VALUE E994675ECE33023C
// INDEX 2629
onfollow_newb_zorai_onclick_newb_zorai_kguard	[Vorwärts!]

// HASH_VALUE 44493CBD3C44522D
// INDEX 2630
click_newb_fyros_karavanguard_breve_1	[Junger Homin, wenn Du Dich bereit fühlst Deinem Schicksal in der grossen weiten Welt zu begegnen, komm zu den Teleportern. Sie werden Dir den Weg zeigen.]

// HASH_VALUE A6578D70D5E19725
// INDEX 2631
click_newb_fyros_karavanguard_breve_2	[Möge Jena Deine Taten lenken.]

// HASH_VALUE C38FD7AC2E4758BA
// INDEX 2632
click_newb_fyros_karavanguard_breve_3	[Wenn Du in Schwierigkeiten kommst, lauf zu mir und ich werde Dir helfen. Möge Jena Deine Schritte lenken.]

/* OLD VALUE : [Ich kann Dich zu den XXX Imperial Dunes XXX teleportieren, Homin.] */
// HASH_VALUE 12BDCE79291C315F
// INDEX 2633
onclick_newb_fyros_onclick_newb_fyros_kteleport	[Ich kann Dich zu den Imperialen Dünen teleportieren, Homin.]

// HASH_VALUE 4BDC9513F9B63EF0
// INDEX 2634
onclick_newb_fyros_onclick_newb_fyros_kguard	[Wenn Du nach dem Telepod ausschau hällst, folge mir.]

// HASH_VALUE DCD5D7CE3021E7CC
// INDEX 2635
onfollow_newb_fyros_onclick_newb_fyros_kguard	[Vorwärts !]

// HASH_VALUE 44493CBD3C44522D
// INDEX 2636
click_newb_tryker_karavanguard_breve_1	[Junger Homin, wenn Du Dich bereit fühlst Deinem Schicksal in der grossen weiten Welt zu begegnen, komm zu den Teleportern. Sie werden Dir den Weg zeigen.]

// HASH_VALUE A6578D70D5E19725
// INDEX 2637
click_newb_tryker_karavanguard_breve_2	[Möge Jena Deine Taten lenken.]

// HASH_VALUE C38FD7AC2E4758BA
// INDEX 2638
click_newb_tryker_karavanguard_breve_3	[Wenn Du in Schwierigkeiten kommst, lauf zu mir und ich werde Dir helfen. Möge Jena Deine Schritte lenken.]

/* OLD VALUE : [Ich kann Dich nach XXX Liberty Lake XXX transportieren, Homin.] */
// HASH_VALUE 21E0DCBD7AFCF9E7
// INDEX 2639
onclick_newb_tryker_onclick_newb_tryker_kteleport	[Ich kann Dich zum See der Freiheit transportieren, Homin.]

// HASH_VALUE 57A51D55DC206621
// INDEX 2640
onclick_newb_tryker_onclick_newb_tryker_kguard	[Wenn Du zur Hauptstadt in Aeden Aqueous möchtest kann ich Dir helfen.]

// HASH_VALUE DCD5D7CE3021E7CC
// INDEX 2641
onfollow_newb_tryker_onclick_newb_tryker_kguard	[Vorwärts !]

// HASH_VALUE CD88C013CD86332A
// INDEX 2642
onclick_newb_zorai_onclick_newb_zorai_kami	[Zur Hauptstadt in den verdorrenden Landen Du möchtest? Kami Dir helfen kann.]

// HASH_VALUE D6B1CCF88FC8155A
// INDEX 2643
onfollow_newb_zorai_onclick_newb_zorai_kami	[Komm jetzt, und stärke Dich für eine wundervolle Begegnung.]

// HASH_VALUE 98767F2B2D6CCC3E
// INDEX 2644
onclick_onroad_newb_kami	[Behalte Deine Geduld, wir sollten bald da sein.]

// HASH_VALUE 07AFE4F10D3C580D
// INDEX 2645
zo_kami_walking_1	[Es gibt nichts, das mit der Kami Magie vergleichbar ist auf Atys.]

// HASH_VALUE 1F69DE6B3CE6EBFB
// INDEX 2646
zo_kami_walking_2	[Die Kamis sind unsere göttlichen Hüter, die uns für immer den Weg zeigen, wie wir die Krankheit auslöschen, die unser Land zernagt.]

// HASH_VALUE BEBA0F87DB4421C6
// INDEX 2647
zo_kami_walking_3	[Nimm Dich in Acht vor den dunklen Seelen der Karavan!]

// HASH_VALUE 746A757B80E2C46A
// INDEX 2648
zo_kami_walking_4	[Respektier die Natur und preise die Kamis, dann wirst Du Erleuchtung erfahren.]

// HASH_VALUE 0172423FBF246466
// INDEX 2649
zo_kami_walking_5	[Wir müssen zusammenkommen um der Gefahr der schrecklichen Goo-Krankheit im Kampf zu begegnen!]

// HASH_VALUE 8BFC52941BD1DBF2
// INDEX 2650
zo_kami_walking_6	[Manchmal ehren uns die Kami indem sie nach unserer Hilfe fragen. Zögere nicht Deine Hilfe anzubieten, wenn Du einen triffst.]

// HASH_VALUE 18508361EF8D3FCF
// INDEX 2651
spontaneous_ardest_kami	[Da sind wir, dort ist der mächtige Kami der Dich teleportieren kann.]

// HASH_VALUE EDAFD8BE7DB32B72
// INDEX 2652
onclick_atdest_newb_kami	[Geh und sprich mit dem Kami Prädiger, hab keine Angst, mein junger Freund.]

// HASH_VALUE 1B6A8D966AEFCD58
// INDEX 2653
onclick_newb_zorai_kamiteleport	[Dich zu Deiner Art schicken, das können wir Kamis...in die verdorrenden Lande.]

// HASH_VALUE 480EC4B8DCB6DC06
// INDEX 2654
onclick_newb_zorai_kamiteleport_back	[Möchtest Du zurück auf die Insel? Die Kamis können helfen.]

// HASH_VALUE 57AE2F2F27304839
// INDEX 2655
onclick_newb_fyros_onclick_newb_fyros_kami	[Zur Hauptstadt in der brennenden Wüste Du möchtest? Kami Dir helfen kann]

// HASH_VALUE C40A639D3D279B09
// INDEX 2656
onfollow_newb_fyros_onclick_newb_fyros_kami	[Auf geht's. Bereite Dich auf eine wundersame Begegnung vor.]

// HASH_VALUE DB07FF1579BAB045
// INDEX 2657
onclick_onroad_newb_fyros_kami	[Entspann Dich, Homin, wir sollten bald da sein!]

// HASH_VALUE F70EA75BF0E631E6
// INDEX 2658
fyros_kami_walking_1	[Die Kamimagie ist berühmt für seine große Macht. Es sind die Kamis, die uns Fyros die Grundlagen der Magie lehrten.]

// HASH_VALUE 7AEC6C3645BB7DFF
// INDEX 2659
fyros_kami_walking_2	[Die Kamis sind merkwürdige aber freundliche Wesen. Sie sorgen sich darum, dass die natürliche Balance auf Atys respektiert wird.]

// HASH_VALUE 5861F6FC97DFA47B
// INDEX 2660
fyros_kami_walking_3	[Hüte Dich vor den Karavan, sie führen einen gnadenlosen Feldzug gegen die Kamis. Karavanmitglieder sind machtvoll und unberechenbar.]

// HASH_VALUE 144136C1A243F130
// INDEX 2661
fyros_kami_walking_4	[Es besteht die Hoffnung, dass wir mittels des Wissens der Kami mehr über den Drachen lernen werden.]

// HASH_VALUE 8A96471F48EA8930
// INDEX 2662
fyros_kami_walking_5	[Wenn Du nie zuvor einen Kami gesehen haben solltest, wird Dich ihre Erscheinung vermutlich überraschen.]

// HASH_VALUE 7B5554B8E583ED5B
// INDEX 2663
fyros_kami_walking_6	[Manchmal ehren uns die Kamis, in dem sie uns um Hilfe bitten. Habe keine Angst ihnen Deine Hilfe anzubieten wenn Du sie triffst.]

// HASH_VALUE 63C432292E82C7F7
// INDEX 2664
spontaneous_ardest_fyros_kami	[Wir sind da. Dort ist der mächtige Kami, der Dich teleportieren kann.]

// HASH_VALUE EC77CF952E94D410
// INDEX 2665
onclick_atdest_newb_fyros_kami	[Geh und sprich mit dem Kami, sei nicht schüchtern junger Freund.]

// HASH_VALUE 6182CCEEFBAE8626
// INDEX 2666
onclick_newb_fyros_kamiteleport	[Der Kami kann Dich zu Deinen leuten schicken ... in die brennende Wüste.]

// HASH_VALUE C8B9B89EAC957064
// INDEX 2667
onclick_newb_matis_guard	[Sei vorsichtig dort draussen!]

// HASH_VALUE E79ACB5BDBF9F71E
// INDEX 2668
guard_newb_engage_1	[&BBL&Bleib zurück, ich hab's !]

// HASH_VALUE 43C20BF84ED5743C
// INDEX 2669
guard_newb_engage_2	[&BBL&Jemand hat Probleme! ]

// HASH_VALUE 0DF873511EFADC5C
// INDEX 2670
guard_newb_kill_1	[&BBL&Das Gebiet ist jetzt sicher.]

// HASH_VALUE 976EFB55611EAF4B
// INDEX 2671
guard_newb_kill_2	[&BBL&Mache nur meinen Job.]

// HASH_VALUE E5D7EA728CB727DB
// INDEX 2672
onclick_newb_matis_guard_1	[&BBL&Vorsichtig dort draußen!]

// HASH_VALUE A675803056D40B48
// INDEX 2673
onclick_newb_matis_guard_2	[Hey! Hast Du die Karavan Wächter gesehen?! Ein Krieger im Aussenposten sagt sie seien noch gefährlicher als Fyroskrieger. Ist das möglich?]

// HASH_VALUE B52C47B10230248F
// INDEX 2674
onclick_newb_matis_guard_3	[Ich wette Du hast noch nie zuvor einen Karavan gesehen? Wir verstehen uns gut mit ihnen. Aber ich kann mir nicht helfen, irgendetwas ist sonderbar mit ihnen.]

// HASH_VALUE 487BD949479A339C
// INDEX 2675
onclick_newb_matis_guard_4	[Pass auf die Kitins auf, dort draussen lauern immer noch einige von ihnen, obwohl wir ständig versuchen sie los zu werden.>]

// HASH_VALUE 04864F94162698AA
// INDEX 2676
onclick_newb_matis_guard_5	[Wie läuft Dein Training?]

// HASH_VALUE 41F397CBC7734007
// INDEX 2677
onclick_newb_matis_merchant	[Ich habe einige Gegenstände die Dich sicher interessieren würden!]

// HASH_VALUE 1853CB976BE6AB4B
// INDEX 2678
onclick_newb_matis_instructor_3	[Willkommen, Homin.]

// HASH_VALUE 3D072864F8CA1C43
// INDEX 2679
onclick_newb_matis_instructor_4	[Du solltest wirklich Deine Ausrüstung verbessern. Schau mal beim Händler vorbei und kaufe Dir einige neue Klamotten.]

// HASH_VALUE 850E179469C4D47C
// INDEX 2680
onclick_newb_matis_instructor_5	[Erlerne neue Aktionen um stärker und mächtiger zu werden. Du kannst sie bei Deinen Lehrmeistern erwerben.]

// HASH_VALUE E19F2352670B6F12
// INDEX 2681
onclick_newb_zorai_guard	[Sei vorsichtig dort draussen, der Dschungel ist voller Gefahren!]

// HASH_VALUE 286F6DE2EA95567F
// INDEX 2682
guard_newb_zorai_engage_1	[Bleib zurück, ich kümmere mich darum!]

// HASH_VALUE 28B38F5156B23B69
// INDEX 2683
guard_newb_zorai_engage_2	[Jemand ist in Not!]

// HASH_VALUE 07BAC82E5699CCD9
// INDEX 2684
guard_newb_zorai_kill_1	[Die Umgebung ist nun sicher.]

// HASH_VALUE C5A8788EB826D6AC
// INDEX 2685
guard_newb_zorai_kill_2	[Ich erfülle nur meine Pflicht.]

// HASH_VALUE E19F2352670B6F12
// INDEX 2686
onclick_newb_zorai_guard_1	[Sei vorsichtig dort draussen, der Dschungel ist voller Gefahren!]

// HASH_VALUE 48BD0558FB99F136
// INDEX 2687
onclick_newb_zorai_guard_2	[Ich habe gehört, dass Kami Wächter in der Nähe sein sollen. Denke daran, es wird gesagt es gäbe kein stärkeres und mächtigeres Wesen auf diesem Planeten.]

// HASH_VALUE C6CEB1454842A151
// INDEX 2688
onclick_newb_zorai_guard_3	[Ich frage mich, ob Du jemals zuvor bereits Kamis gesehen hast? Sie sind die wahre Seele von Atys, respektiere sie und sie werden dir helfen.]

// HASH_VALUE FEAF7AA9C50F2CC5
// INDEX 2689
onclick_newb_zorai_guard_4	[Pass auf die Kitins auf, selbst wenn wir versuchen sie zurückzuhalten, lauern doch immer ein paar in der Gegend herum.]

// HASH_VALUE 04864F94162698AA
// INDEX 2690
onclick_newb_zorai_guard_5	[Wie läuft Dein Training?]

// HASH_VALUE AF7ACC3F952F5689
// INDEX 2691
onclick_newb_zorai_merchant	[Ich hätte hier ein paar Gegenstände die Dich interessieren könnten!]

// HASH_VALUE 8434A85C971A678C
// INDEX 2692
onclick_newb_zorai_instructor_3	[Wie kommst du voran ?]

// HASH_VALUE 8F393A84D9B2FA88
// INDEX 2693
onclick_newb_zorai_instructor_4	[Du solltest wirklich mal Deine Ausrüstung ausbessern.]

// HASH_VALUE 26ADD24649D6601C
// INDEX 2694
onclick_newb_zorai_instructor_5	[Lerne neue Aktionen um stärker zu werden.]

// HASH_VALUE E19F2352670B6F12
// INDEX 2695
onclick_newb_fyros_guard	[Sei vorsichtig dort draussen, der Dschungel ist voller Gefahren!]

// HASH_VALUE 286F6DE2EA95567F
// INDEX 2696
guard_newb_fyros_engage_1	[Bleib zurück, ich kümmere mich darum!]

// HASH_VALUE 28B38F5156B23B69
// INDEX 2697
guard_newb_fyros_engage_2	[Jemand ist in Not!]

// HASH_VALUE 07BAC82E5699CCD9
// INDEX 2698
guard_newb_fyros_kill_1	[Die Umgebung ist nun sicher.]

// HASH_VALUE C5A8788EB826D6AC
// INDEX 2699
guard_newb_fyros_kill_2	[Ich erfülle nur meine Pflicht.]

// HASH_VALUE E19F2352670B6F12
// INDEX 2700
onclick_newb_fyros_guard_1	[Sei vorsichtig dort draussen, der Dschungel ist voller Gefahren!]

// HASH_VALUE DD627762B9C037B6
// INDEX 2701
onclick_newb_fyros_guard_2	[Hey ! Ich hörte die Karavan-Wächter sind nahe hüte Dich vor Ihnen, man sagt sie seien so mächtig wie die Kamis. Ob das möglich ist ?]

// HASH_VALUE D306C8F3833786D4
// INDEX 2702
onclick_newb_fyros_guard_3	[Ich frage mich ob Du jemanls einen Karavan zuvor gesehen hast ? Sie sind eigen, aber man sagt sie können manchmal hilfreich sein.]

// HASH_VALUE 401C05E658D76006
// INDEX 2703
onclick_newb_fyros_guard_4	[Achte auf die Kitins, wir versuchen Sie zurückzuhalten aber manchaml streifen einige hier umher.]

// HASH_VALUE 04864F94162698AA
// INDEX 2704
onclick_newb_fyros_guard_5	[Wie läuft Dein Training?]

// HASH_VALUE 833A5601275E7C9C
// INDEX 2705
onclick_newb_fyros_merchant	[Ich hätte hier ein paar Dinge die Dich interessieren könnten!]
