*HASH_VALUE	sbrick ID	name	named	p	pd	* noms français	ia	da	pia	pda	description	description2
_6B46CC2C01842058	BMDALMM00080	Schlaf 4	Schlaf 4	Schlafzauber 4	Schlafzauber 4		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 4 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6BD6D02C01842059	BMDALMM00100	Schlaf 5	Schlaf 5	Schlafzauber 5	Schlafzauber 5		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 5 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6B06D02C0184205A	BMDALMM00120	Schlaf 6	Schlaf 6	Schlafzauber 6	Schlafzauber 6		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 6 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6B36D02C0184205B	BMDALMM00140	Schlaf 7	Schlaf 7	Schlafzauber 7	Schlafzauber 7		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 7 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6B66D02C0184205C	BMDALMM00160	Schlaf 8	Schlaf 8	Schlafzauber 8	Schlafzauber 8		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 8 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6B96D02C0184205D	BMDALMM00180	Schlaf 9	Schlaf 9	Schlafzauber 9	Schlafzauber 9		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 9 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_E9BB8D57EE92742B	BMDALMM00200	Schlaf 10	Schlaf 10	Schlafzauber 10	Schlafzauber 10		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 10 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6ADB8D57EEA2742B	BMDALMM00225	Schlaf 11	Schlaf 11	Schlafzauber 11	Schlafzauber 11		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 11 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_690B8D57EEB2742B	BMDALMM00250	Schlaf 12	Schlaf 12	Schlafzauber 12	Schlafzauber 12		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 12 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BFE8758B6B85FC6F	BMDALMS00050	Betäubung 1	Betäubung 1	Betäubungen 1	Betäubungen 1		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe$MA_LINK_POWER nicht übersteigt	Betäubung 1 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_00F8798B6B85FC70	BMDALMS00065	Betäubung 2	Betäubung 2	Betäubungen 2	Betäubungen 2		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 2 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BF187D8B6B85FC71	BMDALMS00080	Betäubung 3	Betäubung 3	Betäubungen 3	Betäubungen 3		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 3 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BF98858B6B85FC72	BMDALMS00100	Betäubung 4	Betäubung 4	Betäubungen 4	Betäubungen 4		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 4 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BFB8898B6B85FC73	BMDALMS00120	Betäubung 5	Betäubung 5	Betäubungen 5	Betäubungen 5		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 5 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BFD88D8B6B85FC74	BMDALMS00140	Betäubung 6	Betäubung 6	Betäubungen 6	Betäubungen 6		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 6 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BFF8918B6B85FC75	BMDALMS00160	Betäubung 7	Betäubung 7	Betäubungen 7	Betäubungen 7		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 7 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BF18958B6B85FC76	BMDALMS00180	Betäubung 8	Betäubung 8	Betäubungen 8	Betäubungen 8		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 8 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_BF989D8B6B85FC77	BMDALMS00200	Betäubung 9	Betäubung 9	Betäubungen 9	Betäubungen 9		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 9 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_755B8CAFA0E4FA78	BMDALMS00225	Betäubung 10	Betäubung 10	Betäubungen 10	Betäubungen 10		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 10 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_349B8CAFA0F4FA78	BMDALMS00250	Betäubung 11	Betäubung 11	Betäubungen 11	Betäubungen 11		eine	die		die	Kann Gegner betäuben, deren durchschnittliche  Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Betäubung 11 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_26025767775E1699	BMDHTMP00005	Lebens-Heilung 1	Lebens-Heilung 1	Lebens-Heilungen 1	Lebens-Heilungen 1		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 1, Lebenskraft: $MA_HEAL
_E5125B67B75E1699	BMDHTMP00010	Lebens-Heilung 2	Lebens-Heilung 2	Lebens-Heilungen 2	Lebens-Heilungen 2		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 2, Lebenskraft: $MA_HEAL
_26125F67F75E1699	BMDHTMP00015	Lebens-Heilung 3	Lebens-Heilung 3	Lebens-Heilungen 3	Lebens-Heilungen 3		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 3, Lebenskraft: $MA_HEAL
_E5226367385E1699	BMDHTMP00020	Lebens-Heilung 4	Lebens-Heilung 4	Lebens-Heilungen 4	Lebens-Heilungen 4		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 4, Lebenskraft: $MA_HEAL
_26226767785E1699	BMDHTMP00025	Lebens-Heilung 5	Lebens-Heilung 5	Lebens-Heilungen 5	Lebens-Heilungen 5		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 5, Lebenskraft: $MA_HEAL
_E5326B67B85E1699	BMDHTMP00030	Lebens-Heilung 6	Lebens-Heilung 6	Lebens-Heilungen 6	Lebens-Heilungen 6		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 6, Lebenskraft: $MA_HEAL
_E5426F67F85E1699	BMDHTMP00040	Lebens-Heilung 7	Lebens-Heilung 7	Lebens-Heilungen 7	Lebens-Heilungen 7		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 7, Lebenskraft: $MA_HEAL
_E5527367395E1699	BMDHTMP00050	Lebens-Heilung 8	Lebens-Heilung 8	Lebens-Heilungen 8	Lebens-Heilungen 8		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 8, Lebenskraft: $MA_HEAL
_26627767795E1699	BMDHTMP00065	Lebens-Heilung 9	Lebens-Heilung 9	Lebens-Heilungen 9	Lebens-Heilungen 9		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 9, Lebenskraft: $MA_HEAL
_D13DAF1D01FFB2AB	BMDHTMP00080	Lebens-Heilung 10	Lebens-Heilung 10	Lebens-Heilungen 10	Lebens-Heilungen 10		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 10, Lebenskraft: $MA_HEAL
_D1CDB71D01FFB2AB	BMDHTMP00100	Lebens-Heilung 11	Lebens-Heilung 11	Lebens-Heilungen 11	Lebens-Heilungen 11		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 11, Lebenskraft: $MA_HEAL
_D1FDBB1D01FFB2AB	BMDHTMP00120	Lebens-Heilung 12	Lebens-Heilung 12	Lebens-Heilungen 12	Lebens-Heilungen 12		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 12, Lebenskraft: $MA_HEAL
_D12DBF1D01FFB2AB	BMDHTMP00140	Lebens-Heilung 13	Lebens-Heilung 13	Lebens-Heilungen 13	Lebens-Heilungen 13		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 13, Lebenskraft: $MA_HEAL
_D15DC31D01FFB2AB	BMDHTMP00160	Lebens-Heilung 14	Lebens-Heilung 14	Lebens-Heilungen 14	Lebens-Heilungen 14		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 14, Lebenskraft $MA_HEAL
_D18DC71D01FFB2AB	BMDHTMP00180	Lebens-Heilung 15	Lebens-Heilung 15	Lebens-Heilungen 15	Lebens-Heilungen 15		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 15, Lebenskraft: $MA_HEAL
_D11DCF1D01FFB2AB	BMDHTMP00200	Lebens-Heilung 16	Lebens-Heilung 16	Lebens-Heilungen 16	Lebens-Heilungen 16		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 16, Lebenskraft: $MA_HEAL
_124DD31D01FFB2AB	BMDHTMP00225	Lebens-Heilung 17	Lebens-Heilung 17	Lebens-Heilungen 17	Lebens-Heilungen 17		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 17, Lebenskraft: $MA_HEAL
_D18DD71D01FFB2AB	BMDHTMP00250	Lebens-Heilung 18	Lebens-Heilung 18	Lebens-Heilungen 18	Lebens-Heilungen 18		eine	die		die	Heilt beim Ziel $MA_HEAL Lebenskraft	Lebens-Heilung 18, Lebenskraft: $MA_HEAL
_00C250C3E2586EED	BMDHTMA00005	Sap-Spende 1	Sap-Spende 1	Sap-Spenden 1	Sap-Spenden 1		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_00D250C3225872ED	BMDHTMA00015	Sap-Spende 2	Sap-Spende 2	Sap-Spenden 2	Sap-Spenden 2		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BFF250C3625876ED	BMDHTMA00030	Sap-Spende 3	Sap-Spende 3	Sap-Spenden 3	Sap-Spenden 3		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BF0250C3A3587AED	BMDHTMA00040	Sap-Spende 4	Sap-Spende 4	Sap-Spenden 4	Sap-Spenden 4		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BF1250C3E3587EED	BMDHTMA00050	Sap-Spende 5	Sap-Spende 5	Sap-Spenden 5	Sap-Spenden 5		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_002250C3235882ED	BMDHTMA00065	Sap-Spende 6	Sap-Spende 6	Sap-Spenden 6	Sap-Spenden 6		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BF4250C3635886ED	BMDHTMA00080	Sap-Spende 7	Sap-Spende 7	Sap-Spenden 7	Sap-Spenden 7		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BFC254C3A4588AED	BMDHTMA00100	Sap-Spende 8	Sap-Spende 8	Sap-Spenden 8	Sap-Spenden 8		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_BFE254C3E4588EED	BMDHTMA00120	Sap-Spende 9	Sap-Spende 9	Sap-Spenden 9	Sap-Spenden 9		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_D4FCD1175C6E6DB7	BMDHTMA00140	Sap-Spende 10	Sap-Spende 10	Sap-Spenden 10	Sap-Spenden 10		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_D41CD5175C7E6DB7	BMDHTMA00160	Sap-Spende 11	Sap-Spende 11	Sap-Spenden 11	Sap-Spenden 11		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_D43CD9175C8E6DB7	BMDHTMA00180	Sap-Spende 12	Sap-Spende 12	Sap-Spenden 12	Sap-Spenden 12		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_D4BCE1175C9E6DB7	BMDHTMA00200	Sap-Spende 13	Sap-Spende 13	Sap-Spenden 13	Sap-Spenden 13		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_15DCE5175CAE6DB7	BMDHTMA00225	Sap-Spende 14	Sap-Spende 14	Sap-Spenden 14	Sap-Spenden 14		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_D40CE9175CBE6DB7	BMDHTMA00250	Sap-Spende 15	Sap-Spende 15	Sap-Spenden 15	Sap-Spenden 15		eine	die		die	Heilt das Ziel um $1MA_HEAL Sap.	Sap-Heilung: $1MA_HEAL
_F49A7E27B175FB6D	BMDHTMT00005	Ausdauer-Spende 1	Ausdauer-Spende 1	Ausdauer-Spenden 1	Ausdauer-Spenden 1		eine	die		die	Heilt das Ziel um $2MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_F124AF52DADFBF08	BMDHTMT00015	Ausdauer-Spende 2	Ausdauer-Spende 2	Ausdauer-Spenden 2	Ausdauer-Spenden 2		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_F044B352DADFBF08	BMDHTMT00030	Ausdauer-Spende 3	Ausdauer-Spende 3	Ausdauer-Spenden 3	Ausdauer-Spenden 3		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_3154B752DADFBF08	BMDHTMT00040	Ausdauer-Spende 4	Ausdauer-Spende 4	Ausdauer-Spenden 4	Ausdauer-Spenden 4		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_7164BB52DADFBF08	BMDHTMT00050	Ausdauer-Spende 5	Ausdauer-Spende 5	Ausdauer-Spenden 5	Ausdauer-Spenden 5		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_F274BF52DADFBF08	BMDHTMT00065	Ausdauer-Spende 6	Ausdauer-Spende 6	Ausdauer-Spenden 6	Ausdauer-Spenden 6		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_F194C352DADFBF08	BMDHTMT00080	Ausdauer-Spende 7	Ausdauer-Spende 7	Ausdauer-Spenden 7	Ausdauer-Spenden 7		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_3214CB52DADFBF08	BMDHTMT00100	Ausdauer-Spende 8	Ausdauer-Spende 8	Ausdauer-Spenden 8	Ausdauer-Spenden 8		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_7234CF52DADFBF08	BMDHTMT00120	Ausdauer-Spende 9	Ausdauer-Spende 9	Ausdauer-Spenden 9	Ausdauer-Spenden 9		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_47AD1944D296D133	BMDHTMT00140	Ausdauer-Spende 10	Ausdauer-Spende 10	Ausdauer-Spenden 10	Ausdauer-Spenden 10		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_47DD1944D296D533	BMDHTMT00160	Ausdauer-Spende 11	Ausdauer-Spende 11	Ausdauer-Spenden 11	Ausdauer-Spenden 11		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_470D1944D296D933	BMDHTMT00180	Ausdauer-Spende 12	Ausdauer-Spende 12	Ausdauer-Spenden 12	Ausdauer-Spenden 12		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_479D1D44D296DD33	BMDHTMT00200	Ausdauer-Spende 13	Ausdauer-Spende 13	Ausdauer-Spenden 13	Ausdauer-Spenden 13		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_88CD1D44D296E133	BMDHTMT00225	Ausdauer-Spende 14	Ausdauer-Spende 14	Ausdauer-Spenden 14	Ausdauer-Spenden 14		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_470D1D44D296E533	BMDHTMT00250	Ausdauer-Spende 15	Ausdauer-Spende 15	Ausdauer-Spenden 15	Ausdauer-Spenden 15		eine	die		die	Heilt das Ziel um $1MA_HEAL Ausdauerpunkte.	Ausdauer-Heilung: $2MA_HEAL
_B27AF0DA5C3296AB	BMOALMB00030	Blenden 2	Blenden 2	Blendezauber 2	Blendezauber 2		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 2: $MA_LINK_POWER
_B29AF0DA5C4296AB	BMOALMB00040	Blenden 3	Blenden 3	Blendezauber 3	Blendezauber 3		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 3: $MA_LINK_POWER
_B2BAF0DA5C5296AB	BMOALMB00050	Blenden 4	Blenden 4	Blendezauber 4	Blendezauber 4		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 4: $MA_LINK_POWER
_F3DAF0DA5C6296AB	BMOALMB00065	Blenden 5	Blenden 5	Blendezauber 5	Blendezauber 5		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 5: $MA_LINK_POWER
_B20AF0DA5C7296AB	BMOALMB00080	Blenden 6	Blenden 6	Blendezauber 6	Blendezauber 6		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 6: $MA_LINK_POWER
_B29AF4DA5C8296AB	BMOALMB00100	Blenden 7	Blenden 7	Blendezauber 7	Blendezauber 7		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 7: $MA_LINK_POWER
_B2CAF4DA5C9296AB	BMOALMB00120	Blenden 8	Blenden 8	Blendezauber 8	Blendezauber 8		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 8: $MA_LINK_POWER
_B2FAF4DA5CA296AB	BMOALMB00140	Blenden 9	Blenden 9	Blendezauber 9	Blendezauber 9		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 9: $MA_LINK_POWER
_B3CBDA548F11B6F2	BMOALMB00160	Blenden 10	Blenden 10	Blendezauber 10	Blendezauber 10		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 10: $MA_LINK_POWER
_F3EBDA558F11B6F2	BMOALMB00180	Blenden 11	Blenden 11	Blendezauber 11	Blendezauber 11		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 11: $MA_LINK_POWER
_336BDE568F11B6F2	BMOALMB00200	Blenden 12	Blenden 12	Blendezauber 12	Blendezauber 12		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 12: $MA_LINK_POWER
_B48BDE578F11B6F2	BMOALMB00225	Blenden 13	Blenden 13	Blendezauber 13	Blendezauber 13		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 13: $MA_LINK_POWER
_B4BBDE588F11B6F2	BMOALMB00250	Blenden 14	Blenden 14	Blendezauber 14	Blendezauber 14		ein	das		die	Magie-Stanza (Teil einer Aktion), die Gegner blenden kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Blenden 14: $MA_LINK_POWER
_A3FB8DC065390DF1	BMOALMD00015	Wahnsinn 1	Wahnsinn 1	Wahnsinn-Zauber 1	Wahnsinn-Zauber 1		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 1: $MA_LINK_POWER
_E1039BF2260B53CF	BMOALMD00030	Wahnsinn 2	Wahnsinn 2	Wahnsinn-Zauber 2	Wahnsinn-Zauber 2		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 2: $MA_LINK_POWER
_E1139BF2260B57D0	BMOALMD00040	Wahnsinn 3	Wahnsinn 3	Wahnsinn-Zauber 3	Wahnsinn-Zauber 3		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 3: $MA_LINK_POWER
_E1239BF2260B5BD1	BMOALMD00050	Wahnsinn 4	Wahnsinn 4	Wahnsinn-Zauber 4	Wahnsinn-Zauber 4		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 4: $MA_LINK_POWER
_22339BF2260B5FD2	BMOALMD00065	Wahnsinn 5	Wahnsinn 5	Wahnsinn-Zauber 5	Wahnsinn-Zauber 5		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 5: $MA_LINK_POWER
_E1539BF2260B63D3	BMOALMD00080	Wahnsinn 6	Wahnsinn 6	Wahnsinn-Zauber 6	Wahnsinn-Zauber 6		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 6: $MA_LINK_POWER
_E1D39FF2260B67D4	BMOALMD00100	Wahnsinn 7	Wahnsinn 7	Wahnsinn-Zauber 7	Wahnsinn-Zauber 7		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 7: $MA_LINK_POWER
_E1F39FF2260B6BD5	BMOALMD00120	Wahnsinn 8	Wahnsinn 8	Wahnsinn-Zauber 8	Wahnsinn-Zauber 8		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 8: $MA_LINK_POWER
_E1139FF2260B6FD6	BMOALMD00140	Wahnsinn 9	Wahnsinn 9	Wahnsinn-Zauber 9	Wahnsinn-Zauber 9		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 9: $MA_LINK_POWER
_8D7216FA2E9477B2	BMOALMD00160	Wahnsinn 10	Wahnsinn 10	Wahnsinn-Zauber 10	Wahnsinn-Zauber 10		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 10: $MA_LINK_POWER
_8D9216FA6E947BB2	BMOALMD00180	Wahnsinn 11	Wahnsinn 11	Wahnsinn-Zauber 11	Wahnsinn-Zauber 11		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 11: $MA_LINK_POWER
_8D121AFAAE947FB2	BMOALMD00200	Wahnsinn 12	Wahnsinn 12	Wahnsinn-Zauber 12	Wahnsinn-Zauber 12		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 12: $MA_LINK_POWER
_CE321AFAEE9483B2	BMOALMD00225	Wahnsinn 13	Wahnsinn 13	Wahnsinn-Zauber 13	Wahnsinn-Zauber 13		ein	der		die	Magie-Stanza (Teil einer Aktion), die Gegner in Wahnsinn versetzen kann, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Wahnsinn 13: $MA_LINK_POWER
